 layer     x     y   occupancy           %    capacity
     0     6     5           0       0.000         156
     0     6     6           0       0.000         156
     0     6     7           0       0.000         156
     0     6     8           0       0.000         156
     0     6     9           0       0.000         156
     0     6    10           0       0.000         156
     0     6    11           0       0.000         156
     0     6    12           0       0.000         156
     0     6    13           0       0.000         156
     0     6    14           0       0.000         156
     0     6    15           0       0.000         156
     0     6    16           0       0.000         156
     0     6    17           0       0.000         156
     0     6    18           0       0.000         156
     0     6    19           0       0.000         156
     0     6    20           0       0.000         156
     0     6    21           0       0.000         156
     0     6    22           0       0.000         156
     0     6    23           0       0.000         156
     0     6    24           0       0.000         156
     0     6    25           0       0.000         156
     0     6    26           0       0.000         156
     0     6    27           1       0.641         156
     0     6    28           4       2.564         156
     0     6    29           4       2.564         156
     0     6    30          14       8.974         156
     0     6    31          26      16.667         156
     0     6    32          24      15.385         156
     0     6    33          46      29.487         156
     0     6    34          57      36.538         156
     0     6    35          65      41.667         156
     0     6    36          79      50.641         156
     0     6    37          82      52.564         156
     0     6    38          95      60.897         156
     0     6    39          93      59.615         156
     0     6    40         103      66.026         156
     0     6    41         100      64.103         156
     0     6    42          92      58.974         156
     0     6    43          89      57.051         156
     0     6    44          85      54.487         156
     0     6    45          88      56.410         156
     0     6    46          96      61.538         156
     0     6    47         112      71.795         156
     0     6    48         114      73.077         156
     0     6    49         117      75.000         156
     0     6    50         110      70.513         156
     0     6    51         100      64.103         156
     0     6    52          98      62.821         156
     0     6    53          89      57.051         156
     0     6    54          80      51.282         156
     0     6    55          77      49.359         156
     0     6    56          71      45.513         156
     0     6    57          75      48.077         156
     0     6    58          85      54.487         156
     0     6    59          81      51.923         156
     0     6    60          83      53.205         156
     0     6    61          84      53.846         156
     0     6    62          85      54.487         156
     0     6    63          91      58.333         156
     0     6    64         102      65.385         156
     0     6    65          99      63.462         156
     0     6    66          97      62.179         156
     0     6    67          93      59.615         156
     0     6    68          82      52.564         156
     0     6    69          86      55.128         156
     0     6    70          90      57.692         156
     0     6    71          99      63.462         156
     0     6    72          96      61.538         156
     0     6    73          95      60.897         156
     0     6    74          90      57.692         156
     0     6    75          72      46.154         156
     0     6    76          72      46.154         156
     0     6    77          64      41.026         156
     0     6    78          48      30.769         156
     0     6    79          45      28.846         156
     0     6    80          46      29.487         156
     0     6    81          31      19.872         156
     0     6    82          23      14.744         156
     0     6    83          18      11.538         156
     0     6    84           3       1.923         156
     0     6    85           2       1.282         156
     0     6    86           0       0.000         156
     0     6    87           0       0.000         156
     0     6    88           0       0.000         156
     0     6    89           0       0.000         156
     0     6    90           0       0.000         156
     0     6    91           0       0.000         156
     0     6    92           0       0.000         156
     0     6    93           0       0.000         156
     0     6    94           0       0.000         156
     0     6    95           0       0.000         156
     0     6    96           0       0.000         156
     0     6    97           0       0.000         156
     0     6    98           0       0.000         156
     0     6    99           0       0.000         156
     0     6   100           0       0.000         156
     0     6   101           0       0.000         156
     0     6   102           0       0.000         156
     0     6   103           0       0.000         156
     0     6   104           0       0.000         156
     0     6   105           0       0.000         156
     0     6   106           0       0.000         156
     0     6   107           0       0.000         156
     0     6   108           0       0.000         156
     0     6   109           0       0.000         156
     0     6   110           0       0.000         156
     0     6   111           0       0.000         156
     0     6   112           0       0.000         156
     0     6   113           0       0.000         156
     0     6   114           0       0.000         156
     0     6   115           0       0.000           0
     0     7     0           0       0.000           0
     0     7     1           0       0.000         156
     0     7     2           0       0.000         156
     0     7     3           0       0.000         156
     0     7     4           0       0.000         156
     0     7     5           0       0.000         156
